dates,products,state,US,amount,card,fico,balance,income,Fraud
4/4/22,Entertainment,AL,TRUE,49.63,Discover,695,2412.37,41000,0
5/17/22,Groceries,AZ,TRUE,92.07,Amex,687,1439.93,148000,0
11/25/22,Travel,AL,TRUE,1100.58,Amex,565,-128.71,147000,1
10/23/22,Entertainment,AR,TRUE,275.76,Mastercard,447,8069.92,65000,0
6/7/22,Shopping,AL,TRUE,155.76,Visa,574,1183.77,163000,0
5/8/22,Shopping,NA,FALSE,78.06,Discover,665,1843.79,20000,0
2/22/22,Shopping,MS,TRUE,268.73,Visa,704,6627.67,66000,0
2/9/22,Shopping,AZ,TRUE,59.23,Visa,594,1848.78,24000,0
12/11/22,Shopping,AL,TRUE,137.15,Mastercard,585,1020.27,162000,0
3/13/22,Travel,AL,TRUE,1039.55,Mastercard,670,970.97,22000,1
8/18/22,Travel,AL,TRUE,1002.81,Visa,780,-416.81,145000,0
7/30/22,Dining,AR,TRUE,417.15,Mastercard,797,15236.56,423000,0
3/25/22,Entertainment,AL,TRUE,48.51,Visa,708,1960.88,39000,0
12/25/22,Entertainment,SC,TRUE,278.9,Amex,599,5475.14,78000,0
2/8/22,Entertainment,AK,TRUE,333.59,Visa,656,4030.02,92000,0
11/26/22,Shopping,AK,TRUE,143.44,Mastercard,691,216.99,166000,0
4/29/22,Shopping,AL,TRUE,101.18,Amex,657,1441.2,18000,0
6/26/22,Shopping,NA,FALSE,85.06,Visa,541,11788.14,88000,1
7/22/22,Entertainment,AL,TRUE,87.48,Visa,503,1233.51,20000,0
5/15/22,Travel,AZ,TRUE,1280.39,Visa,618,5611.87,87000,0
6/23/22,Groceries,NA,FALSE,82.65,Visa,607,9326.52,101000,0
2/25/22,Shopping,SC,TRUE,70.19,Discover,701,1766.49,46000,0
11/10/22,Groceries,AL,TRUE,75.22,Mastercard,684,-192.62,104000,0
10/9/22,Entertainment,AL,TRUE,271.34,Mastercard,602,4445.99,62000,0
7/29/22,Travel,CA,TRUE,276.14,Mastercard,677,1758.06,26000,0
7/30/22,Shopping,AK,TRUE,151.6,Visa,801,97.49,136000,0
6/9/22,Shopping,NA,FALSE,1570.82,Visa,850,16777.96,366000,1
1/23/22,Groceries,NA,FALSE,112.85,Amex,713,1835.24,48000,0
7/3/22,Shopping,NA,FALSE,255.53,Amex,566,5411.06,91000,0
2/22/22,Entertainment,AR,TRUE,201.69,Visa,571,1313.71,164000,0
2/10/22,Groceries,AL,TRUE,174.95,Discover,663,1282.61,23000,0
4/27/22,Travel,AK,TRUE,1000.61,Amex,691,2069.8,33000,1
2/8/22,Shopping,AL,TRUE,91.88,Mastercard,507,1191.66,19000,0
12/28/22,Shopping,NV,TRUE,47.23,Amex,753,8947.09,117000,0
6/16/22,Entertainment,AL,TRUE,106.71,Discover,565,1521.8,25000,0
5/3/22,Shopping,NA,FALSE,55.17,Mastercard,665,1142.7,21000,0
1/23/22,Entertainment,AZ,TRUE,104.74,Mastercard,669,10972.51,123000,0
10/28/22,Shopping,AL,TRUE,250.3,Mastercard,545,2119.34,104000,0
11/26/22,Dining,AK,TRUE,122.84,Visa,807,-117.17,137000,0
6/19/22,Travel,AL,TRUE,890.64,Mastercard,728,9776.68,73000,1
6/17/22,Groceries,AL,TRUE,162.87,Visa,645,5781.44,68000,0
9/9/22,Shopping,AK,TRUE,105.45,Discover,670,1866.2,46000,0
6/2/22,Shopping,NA,FALSE,102.13,Mastercard,697,2665.74,25000,0
11/2/22,Dining,AL,TRUE,328.39,Amex,731,8423.28,392000,0
8/10/22,Entertainment,AK,TRUE,288.49,Discover,621,5179.14,79000,0
10/22/22,Groceries,NA,FALSE,104.26,Mastercard,628,1853.94,42000,0
10/2/22,Groceries,NA,FALSE,77.34,Visa,747,10565.51,58000,0
12/12/22,Entertainment,AZ,TRUE,562.45,Visa,799,14303.81,565000,0
3/4/22,Shopping,AR,TRUE,53.44,Mastercard,549,9684.11,98000,0
12/5/22,Entertainment,AL,TRUE,55.13,Visa,751,1763.79,49000,0
4/18/22,Groceries,NA,FALSE,91.71,Visa,671,1605.56,143000,0
4/9/22,Groceries,AR,TRUE,195.16,Discover,492,1510.99,21000,0
4/18/22,Entertainment,AL,TRUE,478.15,Amex,827,21423.22,423000,0
12/10/22,Dining,AK,TRUE,80.63,Mastercard,694,2163.89,42000,0
7/17/22,Dining,NA,FALSE,237.8,Visa,555,7498.35,82000,0
10/15/22,Entertainment,AL,TRUE,311.95,Visa,451,5489.94,75000,0
3/7/22,Groceries,AZ,TRUE,132.69,Discover,664,787.88,20000,0
11/29/22,Entertainment,IA,TRUE,191.54,Amex,535,1062.99,160000,0
8/20/22,Shopping,AL,TRUE,247.66,Mastercard,540,7516.05,84000,0
1/24/22,Entertainment,AZ,TRUE,105.63,Amex,400,7593.9,62000,0
4/7/22,Entertainment,NA,FALSE,84.68,Discover,586,1156.55,18000,0
7/1/22,Groceries,AL,TRUE,133.07,Visa,623,3705.25,72000,0
1/19/22,Groceries,AL,TRUE,82.87,Discover,687,9352.82,109000,0
12/26/22,Groceries,AL,TRUE,199.06,Discover,523,339.04,17000,0
7/30/22,Shopping,AZ,TRUE,69.09,Visa,631,545.01,31000,0
2/12/22,Shopping,AZ,TRUE,102.3,Discover,675,2470.35,33000,0
7/17/22,Shopping,NA,FALSE,148.49,Amex,831,1674.33,156000,0
6/25/22,Shopping,AL,TRUE,262.65,Visa,402,6676.28,70000,0
11/3/22,Shopping,AK,TRUE,73.13,Mastercard,587,8502.58,89000,1
10/5/22,Groceries,AR,TRUE,151.17,Amex,604,4269.76,96000,0
6/29/22,Groceries,NA,FALSE,315.06,Visa,744,19621.11,659000,0
5/14/22,Shopping,AL,TRUE,88.95,Discover,555,1516.51,19000,0
5/23/22,Groceries,AR,TRUE,95.89,Mastercard,739,1907.4,142000,0
9/22/22,Dining,AR,TRUE,149.36,Visa,568,7137.22,72000,0
8/8/22,Groceries,AL,TRUE,93.49,Discover,503,9678.38,101000,0
7/13/22,Shopping,AZ,TRUE,113.47,Visa,754,2042.43,55000,0
1/29/22,Shopping,AL,TRUE,125.46,Amex,698,1470.33,34000,0
9/24/22,Groceries,AK,TRUE,247.24,Mastercard,576,1758.66,17000,0
5/28/22,Groceries,AL,TRUE,144.38,Mastercard,538,6540.76,73000,0
2/24/22,Shopping,AL,TRUE,51.88,Mastercard,548,11579.63,110000,0
9/6/22,Shopping,AL,TRUE,61.98,Visa,521,5935.66,88000,1
2/21/22,Shopping,NA,FALSE,44.5,Mastercard,564,7882.38,76000,0
12/12/22,Shopping,AK,TRUE,74.72,Amex,552,10737.55,108000,1
2/11/22,Groceries,AL,TRUE,80.05,Mastercard,850,1420.83,153000,0
10/10/22,Shopping,NA,FALSE,101.37,Amex,675,1481.58,21000,0
1/2/22,Dining,AL,TRUE,127.62,Mastercard,590,11534.58,80000,0
10/23/22,Groceries,AZ,TRUE,69.16,Amex,585,11492.17,122000,0
6/23/22,Groceries,AL,TRUE,86.36,Amex,618,10617.48,68000,0
7/19/22,Shopping,AZ,TRUE,74.17,Mastercard,766,617.67,135000,1
1/6/22,Entertainment,NA,FALSE,263.09,Amex,666,5166.28,91000,0
1/30/22,Shopping,AZ,TRUE,233.67,Amex,545,4739.56,69000,0
8/19/22,Travel,AL,TRUE,1012.2,Visa,656,9803.02,85000,1
3/27/22,Shopping,AK,TRUE,63.08,Discover,625,2202.18,19000,1
11/8/22,Travel,AK,TRUE,510.73,Visa,695,922.29,21000,0
10/28/22,Entertainment,DE,TRUE,294.32,Visa,658,4263.44,79000,0
9/5/22,Travel,AL,TRUE,358.69,Discover,734,2178.09,37000,0
8/20/22,Shopping,NA,FALSE,99.69,Mastercard,683,2449.51,35000,0
10/7/22,Dining,AL,TRUE,177.08,Visa,545,1657.46,26000,0
7/5/22,Groceries,HI,TRUE,95.63,Mastercard,506,9491.9,82000,0
10/2/22,Dining,AZ,TRUE,87.55,Mastercard,767,279.87,168000,0
12/19/22,Dining,IA,TRUE,103.93,Amex,709,216.28,144000,0
12/10/22,Groceries,MI,TRUE,158.22,Mastercard,579,4985.95,78000,0
12/30/22,Dining,AL,TRUE,209.11,Mastercard,577,4283.15,67000,0
8/27/22,Groceries,ME,TRUE,177.74,Visa,627,1402.42,23000,0
6/20/22,Shopping,AL,TRUE,94.33,Visa,558,958.19,24000,0
1/1/22,Travel,AK,TRUE,1029.02,Mastercard,548,9631.86,105000,1
10/23/22,Shopping,NA,FALSE,71.2,Mastercard,554,5874.47,103000,1
9/25/22,Shopping,AZ,TRUE,151.28,Visa,783,2352.52,123000,0
6/26/22,Groceries,CA,TRUE,201.01,Visa,644,753.3,26000,0
7/29/22,Shopping,NA,FALSE,75.45,Discover,612,1825.76,12000,0
1/3/22,Dining,AL,TRUE,75.88,Visa,744,1642.14,34000,0
10/14/22,Groceries,AZ,TRUE,94.16,Amex,514,10524.48,142000,0
8/3/22,Groceries,AK,TRUE,122.56,Mastercard,671,2042.86,56000,0
2/2/22,Shopping,AK,TRUE,983.34,Mastercard,787,19231.6,662000,0
6/30/22,Shopping,AR,TRUE,89.73,Discover,577,1727.46,20000,0
3/28/22,Entertainment,NA,FALSE,126.91,Discover,515,1283.27,19000,0
5/6/22,Entertainment,AR,TRUE,301.4,Amex,562,3125.4,89000,0
10/16/22,Entertainment,AR,TRUE,213.67,Mastercard,769,2975.99,105000,0
7/27/22,Dining,AK,TRUE,99.45,Mastercard,850,671.42,172000,0
9/11/22,Dining,AL,TRUE,201.83,Discover,514,6412.11,74000,0
4/6/22,Groceries,AK,TRUE,83.86,Mastercard,850,9504.04,59000,0
3/23/22,Dining,AL,TRUE,74.9,Visa,716,2315.88,31000,0
10/25/22,Shopping,AL,TRUE,250.37,Amex,504,3548.98,84000,0
5/8/22,Dining,AZ,TRUE,78.07,Mastercard,658,1625.67,52000,0
3/17/22,Shopping,AR,TRUE,73.07,Mastercard,635,2101.63,13000,1
11/13/22,Groceries,AL,TRUE,115.56,Visa,684,2850.55,46000,0
7/2/22,Dining,AR,TRUE,192.43,Discover,434,6592.73,91000,0
6/8/22,Shopping,AL,TRUE,276.75,Amex,470,4332.87,97000,0
5/11/22,Groceries,AK,TRUE,130.35,Mastercard,687,1045.2,40000,0
6/16/22,Groceries,AR,TRUE,66.54,Amex,662,-279.1,114000,0
11/27/22,Entertainment,AZ,TRUE,54.49,Visa,668,1494.22,39000,0
8/24/22,Entertainment,AZ,TRUE,291.55,Amex,555,6380.51,88000,0
2/17/22,Entertainment,AL,TRUE,45.98,Visa,699,1693.23,33000,0
11/3/22,Shopping,AZ,TRUE,49.24,Visa,735,9948.62,93000,0
1/9/22,Shopping,AL,TRUE,228.22,Mastercard,609,6437.89,87000,0
4/15/22,Travel,AK,TRUE,1091.31,Visa,648,1689.71,50000,1
3/2/22,Travel,AZ,TRUE,970.19,Amex,796,-544.81,140000,0
10/26/22,Entertainment,AL,TRUE,46.05,Visa,625,2596.92,35000,0
1/13/22,Groceries,AL,TRUE,65.55,Amex,691,950.7,198000,0
6/15/22,Entertainment,AZ,TRUE,212.86,Visa,765,660.23,120000,0
4/16/22,Shopping,AR,TRUE,254.31,Visa,616,5929.89,75000,0
1/23/22,Groceries,AR,TRUE,147.2,Visa,609,1109.26,24000,0
8/23/22,Groceries,TX,TRUE,112.25,Mastercard,686,2152.4,27000,0
10/6/22,Shopping,AR,TRUE,150.48,Mastercard,650,1131.92,133000,0
10/15/22,Groceries,AK,TRUE,156.97,Visa,633,4320.46,83000,0
12/31/22,Groceries,NA,FALSE,119.19,Mastercard,705,2227.05,37000,0
2/17/22,Groceries,AL,TRUE,161.77,Mastercard,599,4143.18,87000,0
5/15/22,Dining,NA,FALSE,88.85,Visa,670,353.33,152000,0
9/5/22,Entertainment,AK,TRUE,306.7,Visa,539,3244.74,70000,0
11/7/22,Entertainment,NA,FALSE,108.31,Discover,612,2082.91,20000,0
11/5/22,Shopping,AL,TRUE,84.12,Amex,579,2148.38,16000,1
2/12/22,Entertainment,AZ,TRUE,199.25,Visa,766,1661.83,132000,0
10/4/22,Shopping,AK,TRUE,80.79,Visa,657,1314.42,22000,0
10/28/22,Entertainment,NA,FALSE,257.32,Visa,569,4903.44,64000,0
8/25/22,Shopping,AZ,TRUE,58.38,Discover,614,1208.9,27000,0
1/16/22,Shopping,NA,FALSE,151.68,Mastercard,625,2244.27,172000,0
10/2/22,Shopping,AL,TRUE,248.59,Visa,617,4202.61,110000,0
2/15/22,Entertainment,AL,TRUE,43.74,Visa,666,1846.06,35000,0
8/6/22,Groceries,AL,TRUE,210.64,Discover,646,729.89,26000,0
9/17/22,Groceries,WY,TRUE,241.82,Discover,606,1170.14,15000,0
8/17/22,Shopping,AL,TRUE,260.5,Mastercard,454,5530.31,83000,0
5/29/22,Shopping,AL,TRUE,156.37,Mastercard,784,667.74,133000,0
8/14/22,Groceries,AK,TRUE,142.92,Visa,506,5488.62,62000,0
9/10/22,Groceries,AZ,TRUE,109.67,Mastercard,735,1121.12,52000,0
6/11/22,Shopping,NA,FALSE,79.02,Visa,568,2105.94,12000,0
2/20/22,Groceries,AZ,TRUE,131.24,Visa,675,2285.47,28000,0
3/6/22,Travel,WI,TRUE,388.46,Visa,556,1548.7,17000,0
12/17/22,Travel,AZ,TRUE,12038.08,Visa,712,5328.46,431000,0
4/20/22,Groceries,AL,TRUE,77.71,Mastercard,592,-539.89,118000,0
11/27/22,Entertainment,OH,TRUE,275.49,Visa,369,4143.5,95000,0
10/6/22,Shopping,AR,TRUE,256.94,Visa,596,3780.31,112000,0
11/27/22,Shopping,AK,TRUE,88.46,Visa,691,3236.37,47000,1
12/1/22,Shopping,NA,FALSE,91.41,Visa,670,2139.55,61000,1
12/15/22,Dining,AL,TRUE,76.21,Mastercard,660,2263.39,24000,0
6/16/22,Groceries,WA,TRUE,171.17,Visa,633,1891.68,5000,0
5/20/22,Shopping,AL,TRUE,1151.73,Mastercard,698,22580.18,363000,1
4/8/22,Entertainment,NA,FALSE,304.47,Visa,427,3150.61,73000,0
10/5/22,Dining,AL,TRUE,88.64,Mastercard,674,1908.15,34000,0
4/27/22,Dining,AL,TRUE,374.95,Amex,826,15281.75,342000,0
11/8/22,Shopping,AZ,TRUE,48.12,Mastercard,559,10955.67,121000,0
1/7/22,Entertainment,MO,TRUE,55.48,Mastercard,660,2120.97,50000,0
5/24/22,Shopping,AL,TRUE,91.51,Visa,816,2893.67,152000,1
5/2/22,Dining,NA,FALSE,113.86,Discover,276,10121.18,121000,0
11/23/22,Entertainment,AL,TRUE,183.15,Visa,640,1317.64,157000,0
2/20/22,Entertainment,AL,TRUE,187.55,Visa,850,953.02,124000,0
11/4/22,Shopping,AL,TRUE,97.02,Mastercard,583,1693.18,31000,0
9/9/22,Entertainment,NA,FALSE,197.84,Visa,763,1554.97,153000,0
10/14/22,Shopping,AZ,TRUE,80.05,Amex,569,1083.87,23000,0
4/22/22,Groceries,CA,TRUE,200.02,Mastercard,609,2034.1,16000,0
7/21/22,Entertainment,AL,TRUE,299.85,Amex,566,4672.6,80000,0
11/10/22,Dining,KS,TRUE,208.71,Visa,465,4621.08,90000,0
1/1/22,Shopping,AL,TRUE,86.06,Visa,709,2678.78,54000,0
5/16/22,Groceries,AL,TRUE,185.65,Visa,739,1442.87,17000,0
9/30/22,Shopping,AK,TRUE,92.33,Mastercard,725,1849.82,43000,0
8/29/22,Shopping,AR,TRUE,92.49,Visa,481,1248.52,19000,0
12/12/22,Shopping,AR,TRUE,84.34,Mastercard,531,2062.83,15000,0
11/17/22,Shopping,AK,TRUE,250.26,Amex,604,6847.35,79000,0
8/15/22,Dining,AL,TRUE,118.37,Visa,793,9999.95,93000,0
6/4/22,Dining,AZ,TRUE,140.86,Mastercard,680,882.35,16000,0
1/2/22,Groceries,NA,FALSE,172.83,Mastercard,537,5543.22,95000,0
11/28/22,Travel,AZ,TRUE,923.91,Mastercard,759,10736.66,138000,0
10/12/22,Shopping,AL,TRUE,60.82,Discover,464,5450.51,55000,1
7/31/22,Shopping,AK,TRUE,75.57,Mastercard,625,835.09,35000,0
12/10/22,Shopping,AL,TRUE,80.02,Mastercard,596,1337.77,20000,0
5/12/22,Entertainment,AK,TRUE,44.95,Mastercard,712,1764.85,43000,0
12/6/22,Groceries,AL,TRUE,70.21,Discover,820,1120.19,169000,0
9/25/22,Dining,AR,TRUE,120.97,Amex,836,771.78,157000,0
11/23/22,Dining,AK,TRUE,139.58,Discover,589,1720.53,22000,0
10/15/22,Entertainment,AL,TRUE,99.81,Amex,700,10746.07,95000,0
10/22/22,Groceries,GA,TRUE,134.1,Amex,719,2403.07,28000,0
1/1/22,Entertainment,AL,TRUE,310.2,Visa,454,4575.91,71000,0
11/14/22,Dining,NA,FALSE,109.2,Amex,785,1462.22,132000,0
11/23/22,Dining,AZ,TRUE,224.93,Discover,583,4748.04,84000,0
6/3/22,Shopping,AL,TRUE,106.39,Visa,675,1923.73,43000,0
8/16/22,Shopping,AL,TRUE,255.42,Mastercard,605,5718.79,110000,0
3/13/22,Entertainment,AZ,TRUE,286.88,Mastercard,540,6553.44,1.00E+05,0
9/26/22,Groceries,AL,TRUE,68.01,Visa,563,7710.9,98000,0
9/14/22,Groceries,NA,FALSE,183.7,Mastercard,713,1989.85,20000,0
6/4/22,Entertainment,NA,FALSE,94.17,Amex,520,1028.1,25000,0
12/23/22,Travel,AK,TRUE,930.54,Discover,577,3459.49,84000,1
2/25/22,Shopping,AK,TRUE,149.64,Mastercard,689,1914.42,115000,0
10/23/22,Entertainment,NA,FALSE,87.88,Discover,612,1707.27,26000,0
6/2/22,Entertainment,KY,TRUE,198.82,Amex,808,904.63,134000,0
10/2/22,Entertainment,AL,TRUE,311.1,Discover,579,6185.69,94000,0
6/5/22,Groceries,AZ,TRUE,151.16,Amex,633,2713.94,98000,0
6/17/22,Groceries,AL,TRUE,167.32,Visa,605,1790.83,26000,0
6/20/22,Groceries,KY,TRUE,79.65,Mastercard,672,1131.58,127000,0
5/4/22,Shopping,AZ,TRUE,1143.37,Mastercard,813,19734.92,523000,1
4/8/22,Shopping,AL,TRUE,81.51,Visa,663,2575.51,36000,1
3/14/22,Shopping,AL,TRUE,80.6,Mastercard,668,1757.62,115000,1
4/27/22,Dining,AL,TRUE,139.9,Discover,625,1755.55,15000,0
4/25/22,Dining,AL,TRUE,97.95,Mastercard,613,1228.35,133000,0
1/12/22,Dining,AR,TRUE,203.56,Amex,646,1452.13,82000,0
7/29/22,Groceries,AR,TRUE,84.76,Amex,819,1936.09,123000,0
6/25/22,Shopping,AL,TRUE,107.07,Visa,697,2423.54,44000,0
12/12/22,Shopping,AK,TRUE,76.29,Visa,504,1625.06,20000,0
6/13/22,Groceries,AR,TRUE,250.79,Discover,535,1561.24,16000,0
2/7/22,Groceries,NA,FALSE,234.53,Visa,617,1856.55,30000,0
7/1/22,Groceries,AR,TRUE,116.48,Mastercard,479,4370.11,84000,0
1/7/22,Groceries,AL,TRUE,209.38,Mastercard,661,2040.12,20000,0
10/29/22,Dining,AL,TRUE,87.85,Amex,723,2147.87,159000,0
12/26/22,Shopping,AZ,TRUE,111.65,Discover,685,2491.66,33000,0
11/25/22,Dining,AL,TRUE,190.5,Mastercard,562,5724.36,86000,0
1/8/22,Groceries,CO,TRUE,187.56,Mastercard,616,1842.5,16000,0
9/4/22,Shopping,AR,TRUE,103.83,Visa,673,2108.5,54000,0
7/10/22,Shopping,AK,TRUE,151.34,Amex,662,403.14,137000,0
4/21/22,Entertainment,AZ,TRUE,196.22,Amex,746,532.02,144000,0
8/4/22,Travel,AL,TRUE,1017.2,Amex,706,-515.03,138000,0
9/28/22,Entertainment,AK,TRUE,113.24,Visa,464,2072.98,24000,0
4/8/22,Shopping,AL,TRUE,84.43,Discover,651,2310.85,21000,0
11/12/22,Groceries,AR,TRUE,73.78,Mastercard,683,605.22,177000,0
2/24/22,Entertainment,AR,TRUE,391.4,Amex,821,22114.34,465000,0
2/27/22,Groceries,FL,TRUE,192.51,Visa,653,1710.6,21000,0
12/12/22,Shopping,AL,TRUE,82.74,Discover,616,1757.07,27000,0
11/24/22,Groceries,AZ,TRUE,209.3,Visa,595,1928.2,23000,0
8/5/22,Shopping,AL,TRUE,149.26,Amex,669,110.35,150000,0
8/16/22,Entertainment,AL,TRUE,194.94,Discover,624,2816.57,122000,0
1/29/22,Groceries,NA,FALSE,77.07,Discover,796,-1215.92,178000,0
1/16/22,Entertainment,WI,TRUE,90.7,Mastercard,501,1766.77,15000,0
11/1/22,Shopping,AL,TRUE,79.67,Amex,696,10239.68,107000,1
4/26/22,Shopping,AL,TRUE,60.02,Amex,527,9978.07,103000,1
4/6/22,Groceries,AR,TRUE,71.51,Visa,682,34.94,149000,0
8/26/22,Shopping,AL,TRUE,104.14,Visa,691,2182.8,17000,0
6/10/22,Groceries,AL,TRUE,72.14,Discover,697,1062.25,134000,0
12/6/22,Shopping,AZ,TRUE,152.8,Mastercard,747,780.16,150000,0
4/28/22,Groceries,AK,TRUE,119.27,Mastercard,681,2336.91,63000,0
9/25/22,Shopping,NA,FALSE,54.14,Discover,749,8294.36,111000,0
5/19/22,Shopping,AL,TRUE,103.63,Mastercard,726,2270.62,34000,0
6/14/22,Dining,CA,TRUE,108.94,Discover,577,485.16,22000,0
6/27/22,Groceries,NA,FALSE,148.7,Visa,550,8883.87,85000,0
4/8/22,Groceries,AL,TRUE,139.69,Discover,646,4933.87,84000,0
5/24/22,Groceries,NA,FALSE,119.11,Visa,619,1343.72,44000,0
1/26/22,Dining,WI,TRUE,107.05,Amex,742,432.6,144000,0
11/21/22,Shopping,OK,TRUE,244.79,Discover,509,4059.02,88000,0
5/1/22,Dining,MS,TRUE,91.02,Visa,789,1794.21,186000,0
9/11/22,Travel,NA,FALSE,1460.08,Amex,732,5208.06,66000,0
5/21/22,Shopping,AL,TRUE,93.6,Mastercard,679,1398.08,36000,0
3/6/22,Entertainment,AL,TRUE,201.62,Amex,833,2861.62,179000,0
3/13/22,Dining,AK,TRUE,194.84,Visa,692,4137.17,62000,0
9/25/22,Groceries,AZ,TRUE,177.09,Amex,393,5194.49,83000,0
6/19/22,Shopping,AL,TRUE,82.9,Amex,653,1989.62,45000,1
2/15/22,Dining,AK,TRUE,115.7,Amex,716,1589.73,148000,0
1/22/22,Travel,AK,TRUE,466.62,Amex,620,1589.92,13000,0
1/19/22,Dining,AK,TRUE,88.77,Amex,703,1730.28,44000,0
10/24/22,Shopping,NA,FALSE,146.27,Discover,743,3017.98,151000,0
11/18/22,Entertainment,AR,TRUE,218.83,Visa,662,1266.72,91000,0
12/9/22,Groceries,AL,TRUE,190.86,Discover,571,1917.73,25000,0
10/1/22,Shopping,AZ,TRUE,80.67,Visa,689,2405.5,40000,1
11/2/22,Dining,AR,TRUE,200.21,Amex,603,3290.16,94000,0
12/14/22,Shopping,AR,TRUE,52.82,Visa,726,10747.62,104000,0
9/27/22,Entertainment,AL,TRUE,124.18,Visa,441,1335.23,18000,0
6/13/22,Shopping,AK,TRUE,148.85,Amex,743,1679.73,136000,0
3/20/22,Dining,AL,TRUE,175.82,Visa,538,1413.95,21000,0
6/17/22,Shopping,AZ,TRUE,51.51,Visa,687,10583.39,93000,0
4/2/22,Dining,AL,TRUE,131.35,Visa,713,10706.01,70000,0
4/30/22,Groceries,AZ,TRUE,140.88,Mastercard,634,6542.65,71000,0
10/14/22,Shopping,AL,TRUE,239.22,Amex,454,3110.95,87000,0
8/24/22,Shopping,NA,FALSE,248.08,Mastercard,509,3871.59,84000,0
9/11/22,Shopping,AZ,TRUE,149.92,Visa,701,-393.87,152000,0
4/28/22,Shopping,NA,FALSE,235.9,Mastercard,660,5327.6,80000,0
4/13/22,Shopping,AZ,TRUE,255.91,Amex,561,4325.37,89000,0
9/7/22,Groceries,AL,TRUE,224.99,Visa,530,1395.52,18000,0
4/23/22,Dining,WI,TRUE,182.4,Amex,448,4294.78,76000,0
6/3/22,Entertainment,AK,TRUE,127.19,Visa,601,866.01,32000,0
7/29/22,Dining,AL,TRUE,195.06,Visa,629,1201.61,25000,0
4/3/22,Entertainment,AL,TRUE,320.47,Amex,479,1898.91,92000,0
12/8/22,Groceries,AK,TRUE,133.91,Mastercard,668,2181.16,38000,0
11/5/22,Groceries,AK,TRUE,138.92,Amex,575,6275.68,78000,0
2/20/22,Entertainment,AL,TRUE,122.37,Visa,650,1794.46,16000,1
2/26/22,Dining,AL,TRUE,110.49,Visa,546,10896.69,115000,0
6/22/22,Entertainment,AL,TRUE,100.73,Visa,668,1788.85,32000,0
10/23/22,Groceries,AL,TRUE,178.16,Mastercard,585,4749.38,78000,0
11/2/22,Groceries,NA,FALSE,67.98,Mastercard,784,10813.45,67000,0
8/17/22,Dining,AL,TRUE,183.41,Amex,519,4195.72,77000,0
1/26/22,Shopping,AL,TRUE,243.24,Amex,530,5263.92,107000,0
1/9/22,Entertainment,AL,TRUE,46.66,Mastercard,744,2408.5,43000,0
2/17/22,Groceries,NA,FALSE,71.55,Visa,758,1133.82,161000,0
9/20/22,Entertainment,AR,TRUE,92.15,Visa,649,10927.59,93000,0
11/3/22,Entertainment,AL,TRUE,50.69,Mastercard,736,1573.45,35000,0
9/22/22,Groceries,AK,TRUE,98.69,Visa,625,867.07,37000,0
12/16/22,Dining,AZ,TRUE,123,Amex,616,9810.93,72000,0
10/16/22,Shopping,AL,TRUE,136.73,Visa,656,428,121000,0
1/5/22,Entertainment,AK,TRUE,301.34,Visa,628,4364.2,58000,0
4/8/22,Groceries,AK,TRUE,167.9,Amex,562,4949.79,80000,0
4/15/22,Entertainment,AL,TRUE,108.05,Visa,678,2021.48,21000,0
5/1/22,Shopping,AZ,TRUE,87.62,Visa,533,1865.13,28000,0
12/29/22,Shopping,AL,TRUE,115.76,Discover,672,1794.35,48000,0
8/9/22,Groceries,AL,TRUE,87.31,Mastercard,758,9950.41,71000,0
3/31/22,Shopping,AK,TRUE,104.44,Amex,646,2346.36,32000,0
1/21/22,Entertainment,OR,TRUE,177.5,Amex,667,1000.52,116000,0
7/11/22,Dining,AL,TRUE,118.33,Mastercard,775,923.72,107000,0
2/18/22,Shopping,ID,TRUE,48.04,Amex,511,11448.58,82000,0
10/18/22,Groceries,AL,TRUE,121.85,Mastercard,666,1471.89,25000,0
8/14/22,Groceries,AR,TRUE,129.73,Visa,541,4544.64,81000,0
4/28/22,Shopping,AK,TRUE,131.65,Visa,837,1251.76,153000,0
9/19/22,Entertainment,AL,TRUE,282.84,Visa,602,4199.67,56000,0
4/18/22,Entertainment,AL,TRUE,197.31,Discover,624,-57.75,119000,0
1/29/22,Shopping,NA,FALSE,275.35,Amex,436,7902.08,62000,0
3/17/22,Shopping,AL,TRUE,101.47,Mastercard,698,1513.3,51000,0
8/22/22,Shopping,AL,TRUE,149.29,Amex,560,2284.25,105000,0
1/5/22,Groceries,AL,TRUE,122.33,Mastercard,660,2215.88,41000,0
5/22/22,Entertainment,AK,TRUE,103.52,Discover,610,1486.24,29000,0
6/15/22,Entertainment,AL,TRUE,185.19,Visa,496,117.61,156000,0
12/31/22,Shopping,NA,FALSE,108.11,Mastercard,671,1590.75,55000,0
3/15/22,Dining,AL,TRUE,195.42,Amex,407,6789.51,126000,0
5/11/22,Groceries,AL,TRUE,186.23,Amex,526,1461.35,28000,0
10/6/22,Shopping,NA,FALSE,46.91,Discover,570,7769.86,80000,1
2/23/22,Entertainment,AK,TRUE,103.29,Discover,678,1410.69,9000,0
11/4/22,Shopping,AL,TRUE,234.88,Amex,586,4060.4,69000,0
7/17/22,Shopping,NA,FALSE,238.77,Mastercard,532,3098.98,83000,0
9/10/22,Entertainment,NA,FALSE,269.07,Visa,524,6139.97,71000,0
6/21/22,Shopping,AL,TRUE,91.22,Amex,723,1303.17,46000,0
